Gene,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000030346,-2.51442411361414,4.34648682819668,284.834115807657,6.64E-64,1.18E-61
ENSMUSG00000022351,-1.63152253750145,6.13458166973648,281.683265883649,3.23E-63,5.67E-61
ENSMUSG00000002835,-2.1082662230968,5.43729707706512,277.52570422785,2.60E-62,4.50E-60
ENSMUSG00000027379,-2.35667433651984,5.38801843287992,273.268940067618,2.20E-61,3.76E-59
ENSMUSG00000017499,-2.4333037503485,4.30382604909708,271.26443878555,6.02E-61,1.02E-58
ENSMUSG00000058290,-2.05855899479297,5.73784216043328,269.634158656963,1.36E-60,2.27E-58
ENSMUSG00000048327,-2.03264736445562,5.53977437526707,269.59918089214,1.39E-60,2.28E-58
ENSMUSG00000022021,-2.01630732872507,4.86883123355687,268.800930017394,2.07E-60,3.36E-58
ENSMUSG00000003779,-1.8741521175195,6.03554147990227,267.465608795349,4.05E-60,6.50E-58
ENSMUSG00000022360,-1.60875048946655,7.29115829546791,267.127677941096,4.80E-60,7.60E-58
ENSMUSG00000028068,-2.02892317701371,5.6609938618128,266.390648878361,6.94E-60,1.09E-57
ENSMUSG00000072082,-2.23585021575798,4.98507814262778,266.280546905019,7.34E-60,1.14E-57
ENSMUSG00000019992,-2.72654449014831,3.11547624687378,264.750014806234,1.58E-59,2.42E-57
ENSMUSG00000024640,-2.18010840171656,5.27364735879244,264.067138223618,2.23E-59,3.37E-57
ENSMUSG00000035455,-2.06318804111203,4.79211511704162,263.125329309159,3.58E-59,5.34E-57
ENSMUSG00000039994,-2.12329486723553,4.58327454778285,262.398822847688,5.15E-59,7.60E-57
ENSMUSG00000022385,-2.50383899538818,4.27962816607379,261.404542779016,8.48E-59,1.24E-56
ENSMUSG00000037649,1.58731685664457,7.59190932769538,259.542819598668,2.16E-58,3.12E-56
ENSMUSG00000029910,-1.79093017307533,5.12163169765601,257.741260855336,5.33E-58,7.61E-56
ENSMUSG00000069833,1.73368538318803,10.4767567219805,257.621458165527,5.66E-58,8.00E-56
ENSMUSG00000045328,-1.9914829017098,6.01589638646571,256.507253450586,9.91E-58,1.38E-55
ENSMUSG00000045751,-1.90144050233647,4.33907599654838,253.096029155557,5.49E-57,7.59E-55
ENSMUSG00000017146,-2.30477598251091,5.18819761191171,252.347609686905,7.99E-57,1.09E-54
ENSMUSG00000020330,-2.03716710108325,5.47070511500922,251.469379574357,1.24E-56,1.68E-54
ENSMUSG00000069793,-1.99886766593681,5.19654270945776,249.205682414752,3.87E-56,5.18E-54
ENSMUSG00000039748,-2.51437680546374,3.40480690641092,248.538785588448,5.41E-56,7.17E-54
ENSMUSG00000001403,-2.20233494273202,5.18672515597476,248.499768342688,5.51E-56,7.24E-54
ENSMUSG00000032392,1.78465768443164,4.09964586809607,248.049504172299,6.91E-56,8.98E-54
ENSMUSG00000000028,-2.42326861308643,4.63727408255217,245.26829491899,2.79E-55,3.59E-53
ENSMUSG00000079553,-2.03152216831277,4.6781775511727,245.001629052644,3.19E-55,4.07E-53
ENSMUSG00000074476,-2.39856062527647,3.84966514118335,244.450997486921,4.21E-55,5.31E-53
ENSMUSG00000001517,-2.12284343653048,5.79800054479159,244.361077612812,4.40E-55,5.50E-53
ENSMUSG00000037544,-2.17219943578689,5.08586327942996,243.245529802143,7.71E-55,9.54E-53
ENSMUSG00000023004,-1.28747032216997,7.79539163542864,238.795992589159,7.20E-54,8.83E-52
ENSMUSG00000047534,-1.85611119708063,4.75603023242395,238.663931499997,7.69E-54,9.34E-52
ENSMUSG00000027323,-2.0612603078425,5.26865137622205,236.490400585179,2.29E-53,2.76E-51
ENSMUSG00000026605,-1.85792626113042,5.83635284614013,236.127856655866,2.75E-53,3.28E-51
ENSMUSG00000037466,-2.17254262481716,3.71912267954782,235.805556059855,3.23E-53,3.82E-51
ENSMUSG00000038379,-2.44894884328959,3.75612830939984,234.246572181628,7.07E-53,8.27E-51
ENSMUSG00000054717,-1.54282632028062,6.84259077533362,233.69189442853,9.34E-53,1.08E-50
ENSMUSG00000022034,-2.41430940564142,4.74986159349497,233.60944945574,9.73E-53,1.12E-50
ENSMUSG00000031697,-1.82917090133407,4.38194984623923,233.094155046499,1.26E-52,1.44E-50
ENSMUSG00000031756,-2.03688324992098,3.73402896344145,232.770899839721,1.48E-52,1.68E-50
ENSMUSG00000066551,-1.1307756036573,7.47273026857754,232.644606884112,1.58E-52,1.77E-50
ENSMUSG00000027454,-2.5110341463334,3.859545820113,232.012508517223,2.17E-52,2.41E-50
ENSMUSG00000050410,-2.03256606089262,5.17318480717602,231.281003667283,3.13E-52,3.45E-50
ENSMUSG00000046591,-2.28963371861638,4.12406631839376,231.196624146283,3.27E-52,3.57E-50
ENSMUSG00000041147,-1.85634618015385,4.65186432698184,227.145241520688,2.50E-51,2.71E-49
ENSMUSG00000028551,-2.08824894889554,4.55644564164009,226.71778900554,3.10E-51,3.33E-49
ENSMUSG00000023104,-1.45958887408683,5.46422225484567,226.200019809726,4.02E-51,4.28E-49
ENSMUSG00000046295,-2.37571390803721,3.67144290872296,225.143098347281,6.83E-51,7.22E-49
ENSMUSG00000028175,-2.19584224571673,3.87525346837571,224.9755244294,7.43E-51,7.79E-49
ENSMUSG00000024165,-1.30791995019931,6.39045536058565,224.762762216344,8.27E-51,8.60E-49
ENSMUSG00000027074,-2.02853924269925,4.50763712819681,224.339144018971,1.02E-50,1.06E-48
ENSMUSG00000031262,-2.00602036062803,4.12521576487383,223.258184820823,1.76E-50,1.80E-48
ENSMUSG00000040084,-1.32150051201863,6.98399061950337,221.066276956528,5.29E-50,5.38E-48
ENSMUSG00000034206,-2.20689644520677,3.68115149846707,218.696165546249,1.74E-49,1.75E-47
ENSMUSG00000029247,-1.20744018237022,6.88482600027158,218.250350837955,2.18E-49,2.18E-47
ENSMUSG00000000751,-1.24172650907901,6.72498297977515,217.543262181155,3.11E-49,3.08E-47
ENSMUSG00000052798,-1.43454966865038,5.22600628548325,216.291168095776,5.83E-49,5.74E-47
ENSMUSG00000029836,-1.30301358673941,6.44285538234561,215.848153229303,7.28E-49,7.11E-47
ENSMUSG00000029516,-1.89193551582931,5.3368585993262,214.84511131351,1.20E-48,1.17E-46
ENSMUSG00000028212,-1.85878389796034,4.82960451557383,213.886979499241,1.95E-48,1.88E-46
ENSMUSG00000024791,-2.12734803444173,4.27136953863899,213.743632810342,2.09E-48,2.00E-46
ENSMUSG00000028678,-2.08237865131855,4.78745601156111,213.604232791993,2.25E-48,2.13E-46
ENSMUSG00000057406,-1.18304467184759,7.02581275108448,213.147030707691,2.83E-48,2.66E-46
ENSMUSG00000021932,-1.28938592429425,5.45557232991909,212.313845007736,4.30E-48,4.02E-46
ENSMUSG00000031353,-1.15312770274318,6.94386285719248,209.167293694559,2.09E-47,1.94E-45
ENSMUSG00000004099,-1.49276953337591,7.61476438844587,207.733461395945,4.29E-47,3.95E-45
ENSMUSG00000021569,-1.96360843703438,3.90821299456372,207.074125894339,5.97E-47,5.47E-45
ENSMUSG00000015880,-2.23549234553587,5.48701280393523,206.986499009221,6.24E-47,5.67E-45
ENSMUSG00000027018,-1.2669950949094,6.21060664182538,204.889769148106,1.79E-46,1.62E-44
ENSMUSG00000006678,-1.85160364593059,5.60761600452606,204.593859599951,2.08E-46,1.86E-44
ENSMUSG00000001525,-1.27421318260419,9.81750266257949,204.059328814309,2.72E-46,2.42E-44
ENSMUSG00000020185,-2.12344922013771,4.0507854153065,202.855982101546,4.97E-46,4.40E-44
ENSMUSG00000029687,-1.67555698381581,5.5684616976132,202.750162086205,5.24E-46,4.61E-44
ENSMUSG00000030254,-2.0782360800857,4.01296141342873,202.673139280704,5.45E-46,4.75E-44
ENSMUSG00000039187,-1.65559187705544,4.84585832529258,200.91408140675,1.32E-45,1.14E-43
ENSMUSG00000005732,-1.31770307096161,6.73128114074351,200.624746114789,1.53E-45,1.31E-43
ENSMUSG00000039396,-1.86775038336722,4.542781936644,200.24423985635,1.85E-45,1.58E-43
ENSMUSG00000024795,-1.73935094800387,5.25645869969439,198.408874039449,4.65E-45,3.95E-43
ENSMUSG00000024056,-1.91505472583802,4.65871951652433,198.300966176175,4.90E-45,4.14E-43
ENSMUSG00000028884,-1.6162503237898,4.74796518909067,197.972701973215,5.78E-45,4.85E-43
ENSMUSG00000025134,-1.16357064697866,6.3236846361747,197.876376522348,6.07E-45,5.06E-43
ENSMUSG00000021876,1.41284992856504,5.98664401955807,197.351619112395,7.90E-45,6.53E-43
ENSMUSG00000026675,-1.60955293131282,4.92162632749069,197.342745970946,7.94E-45,6.53E-43
ENSMUSG00000023908,-1.43855713074668,5.38349049305096,197.017948946273,9.35E-45,7.64E-43
ENSMUSG00000035365,-2.23782730128168,3.40672237182976,196.11476595798,1.47E-44,1.20E-42
ENSMUSG00000093930,-1.21250352515386,7.60859248863544,195.124670301526,2.42E-44,1.95E-42
ENSMUSG00000039231,-1.47085376618649,4.72245987898033,194.693629283875,3.01E-44,2.41E-42
ENSMUSG00000026039,-2.0556802212184,4.48447044688484,193.654062688192,5.07E-44,4.04E-42
ENSMUSG00000022177,-1.62053682487692,4.7125740730466,191.587829940576,1.43E-43,1.13E-41
ENSMUSG00000029430,-1.35726087307885,7.82376059044401,190.95078339974,1.97E-43,1.55E-41
ENSMUSG00000048922,-2.21440410226348,4.35419614672395,189.999294975403,3.18E-43,2.49E-41
ENSMUSG00000034201,1.17326958037166,7.18566332229013,189.198727234001,4.76E-43,3.70E-41
ENSMUSG00000068101,-2.79845841007617,3.02507301033793,188.741258964267,5.99E-43,4.63E-41
ENSMUSG00000058258,-1.70332524376033,6.27734964375568,188.727792085441,6.03E-43,4.63E-41
ENSMUSG00000029366,-1.26260776655396,6.2779363891709,187.651918314233,1.03E-42,7.91E-41
ENSMUSG00000017550,-1.73328689082265,4.79209267232149,185.899253150721,2.50E-42,1.90E-40
ENSMUSG00000027276,1.4577684621743,5.0119008369057,184.962638777267,4.00E-42,3.02E-40
ENSMUSG00000032218,-2.09124398983308,5.62272204507317,184.153298835701,6.01E-42,4.51E-40
ENSMUSG00000026622,-2.0845252508378,4.5068113166693,183.045487425542,1.05E-41,7.83E-40
ENSMUSG00000025001,-2.48924859957715,4.89799202734706,183.022186854318,1.06E-41,7.88E-40
ENSMUSG00000027714,-1.19892441863922,5.49785328653427,182.76788713235,1.21E-41,8.90E-40
ENSMUSG00000036777,-1.3341697321472,6.89505587391189,182.427704975494,1.43E-41,1.05E-39
ENSMUSG00000020493,-1.73290181542683,4.89546522207628,181.338277301473,2.47E-41,1.81E-39
ENSMUSG00000015749,-1.22792373055759,6.67474782025077,180.464793574259,3.84E-41,2.79E-39
ENSMUSG00000033970,-1.69367007004864,4.15948235478502,180.276687524587,4.22E-41,3.04E-39
ENSMUSG00000035198,-1.55383040809323,5.13200299822545,179.793721863259,5.38E-41,3.86E-39
ENSMUSG00000038759,-1.11288581164866,6.55771135330671,179.370361809869,6.65E-41,4.75E-39
ENSMUSG00000051378,-2.04175372620016,4.07054469599576,179.215861938325,7.19E-41,5.10E-39
ENSMUSG00000028614,-1.65153033838399,4.67255037461082,178.663631567931,9.49E-41,6.70E-39
ENSMUSG00000024989,-1.97409733021026,4.94416237526203,178.384144402883,1.09E-40,7.67E-39
ENSMUSG00000027496,-2.24662206318534,4.39075293602273,177.464758027641,1.73E-40,1.21E-38
ENSMUSG00000045273,-2.22841550991659,3.3057837514892,177.372470718387,1.82E-40,1.26E-38
ENSMUSG00000033031,-1.70537259875735,5.16256635126733,176.997424610826,2.19E-40,1.52E-38
ENSMUSG00000037725,-1.87511696779206,4.18890116486508,176.228817502605,3.23E-40,2.22E-38
ENSMUSG00000019961,-1.47857657042391,7.38762650998099,175.896546946009,3.81E-40,2.61E-38
ENSMUSG00000025758,-1.54820392950599,4.8759724093685,172.906841140951,1.72E-39,1.17E-37
ENSMUSG00000029591,-2.08672778943813,3.51915150977533,172.669162038203,1.93E-39,1.31E-37
ENSMUSG00000069910,-2.00500645427117,3.89473379225992,172.270963962982,2.36E-39,1.59E-37
ENSMUSG00000026238,-0.999038437602569,9.2528358071607,172.100270821931,2.57E-39,1.72E-37
ENSMUSG00000030662,-1.09009221467344,7.17062231446995,171.430902104344,3.60E-39,2.40E-37
ENSMUSG00000020471,-1.58879265576083,4.83453581852457,170.168595875187,6.80E-39,4.51E-37
ENSMUSG00000018102,2.04213457029982,5.00986538861503,169.670315478674,8.73E-39,5.76E-37
ENSMUSG00000001288,1.53820406992988,4.17050073199513,169.540203293828,9.32E-39,6.12E-37
ENSMUSG00000020841,-1.05753816433947,7.82836446761925,168.699686102079,1.42E-38,9.29E-37
ENSMUSG00000038175,1.54698875575956,6.00535749032362,168.497227724206,1.58E-38,1.02E-36
ENSMUSG00000063524,-1.40320360371068,8.51497113385023,167.884616427044,2.14E-38,1.39E-36
ENSMUSG00000019773,-2.23360399642736,4.4730975314044,167.16623394842,3.08E-38,1.98E-36
ENSMUSG00000018362,-1.48922413971441,6.46483018695001,166.358315031202,4.62E-38,2.96E-36
ENSMUSG00000029086,-1.38768239820077,6.00190565027727,166.213704621608,4.97E-38,3.16E-36
ENSMUSG00000023940,-2.04463842245272,3.87267586813431,165.815886683853,6.07E-38,3.85E-36
ENSMUSG00000033105,-1.31358977131404,5.46807121175516,165.591747041412,6.79E-38,4.29E-36
ENSMUSG00000032113,-2.2765309411847,3.47457822256653,165.232255164018,8.14E-38,5.11E-36
ENSMUSG00000034926,-1.27578207571311,6.33618806763464,164.161554318678,1.39E-37,8.71E-36
ENSMUSG00000021965,-2.13712473516761,3.5600968994901,164.126498589286,1.42E-37,8.83E-36
ENSMUSG00000026822,-4.92929986338467,1.84540871792082,163.944587337137,1.56E-37,9.58E-36
ENSMUSG00000033952,-1.65124368829544,5.61929587249568,163.944344528705,1.56E-37,9.58E-36
ENSMUSG00000020911,1.13062540463443,9.05873234531344,163.362512131553,2.08E-37,1.28E-35
ENSMUSG00000030677,-1.9842247821128,4.94163264350608,163.208487139364,2.25E-37,1.37E-35
ENSMUSG00000022142,-1.1873686052337,5.86277910343366,161.61104443749,5.03E-37,3.06E-35
ENSMUSG00000062867,-1.03136016330341,5.88359242242014,161.586088718178,5.09E-37,3.08E-35
ENSMUSG00000044201,-2.32388772852323,2.58791215699352,161.454304100444,5.44E-37,3.28E-35
ENSMUSG00000014846,2.18930131603864,7.33405040668367,161.073718966217,6.59E-37,3.95E-35
ENSMUSG00000004642,-1.17783213781497,6.29820782994696,161.017426971055,6.78E-37,4.04E-35
ENSMUSG00000021591,-1.15579310514018,6.30505548940356,160.551300675346,8.57E-37,5.09E-35
ENSMUSG00000041939,-1.58999735247692,4.18588435803072,160.086662543195,1.08E-36,6.40E-35
ENSMUSG00000032400,-2.28239274420298,4.35374969444249,160.019815499242,1.12E-36,6.59E-35
ENSMUSG00000020838,1.36419125062462,7.12243259994378,159.407777089458,1.52E-36,8.92E-35
ENSMUSG00000026274,-1.86027081377856,3.96075113727944,158.075287995372,2.98E-36,1.74E-34
ENSMUSG00000062148,-2.59481183228433,3.48810218607867,157.553166402907,3.88E-36,2.25E-34
ENSMUSG00000026134,-1.39409963013095,5.11368932845929,157.020393038009,5.07E-36,2.93E-34
ENSMUSG00000027699,-1.67905691203269,5.16733502265745,155.772551866023,9.49E-36,5.46E-34
ENSMUSG00000027326,-2.13661412281378,5.37543839057827,155.721695256848,9.74E-36,5.58E-34
ENSMUSG00000052117,2.60627981527868,4.99873119001973,154.778656211268,1.57E-35,8.92E-34
ENSMUSG00000059791,-1.30973736817661,5.180039976254,154.661992860926,1.66E-35,9.42E-34
ENSMUSG00000032254,-1.61183152720228,6.6475734891169,154.219887401459,2.07E-35,1.17E-33
ENSMUSG00000028066,-1.50346245491139,4.53798569633257,154.177618788483,2.12E-35,1.19E-33
ENSMUSG00000043091,-1.46198911417347,5.66581495816332,153.818794662565,2.54E-35,1.42E-33
ENSMUSG00000003528,-1.10791401184763,6.3623973959761,153.704042025195,2.69E-35,1.50E-33
ENSMUSG00000020492,-1.68546704008063,4.02870379141629,153.300223898972,3.29E-35,1.83E-33
ENSMUSG00000029177,-1.6107569946385,5.03824899031007,153.094668362946,3.65E-35,2.02E-33
ENSMUSG00000028702,-1.30397168514203,5.28666378450881,153.042796842025,3.75E-35,2.06E-33
ENSMUSG00000027331,-1.56201874078953,4.89158598999015,152.772977841855,4.29E-35,2.35E-33
ENSMUSG00000028044,-1.58914941507424,5.03338492293123,150.728359868704,1.20E-34,6.56E-33
ENSMUSG00000006585,-1.15685475388822,5.79614709332093,150.595031696146,1.28E-34,6.99E-33
ENSMUSG00000054200,1.24197339151153,5.56897501932603,150.398781043307,1.42E-34,7.68E-33
ENSMUSG00000001440,-0.977952595572896,8.36751024004267,150.263995911206,1.52E-34,8.18E-33
ENSMUSG00000035842,-1.84481164990782,3.53163076556812,150.257340844891,1.52E-34,8.18E-33
ENSMUSG00000044934,-1.54566586952224,4.987202957103,149.55311793593,2.17E-34,1.16E-32
ENSMUSG00000022912,1.0191283360348,8.41448515402108,149.300248725244,2.47E-34,1.31E-32
ENSMUSG00000070369,1.93638228046068,4.23872792029401,148.426813365229,3.83E-34,2.03E-32
ENSMUSG00000029191,-1.07486824981617,6.18686092646353,148.395837474472,3.89E-34,2.05E-32
ENSMUSG00000026779,-2.09289588624099,4.14706073364603,147.41137008792,6.38E-34,3.36E-32
ENSMUSG00000040681,-1.17863080613625,6.68458593491384,147.288565673807,6.79E-34,3.56E-32
ENSMUSG00000021811,-1.38627405334243,5.42162602535332,146.641887141313,9.40E-34,4.90E-32
ENSMUSG00000027597,-1.59006670017058,4.08323400125866,146.303416110431,1.11E-33,5.79E-32
ENSMUSG00000027654,-2.32447550357377,3.54968736424346,145.376301836349,1.78E-33,9.20E-32
ENSMUSG00000027242,-1.55574712506769,4.8264520014767,145.347125048591,1.80E-33,9.30E-32
ENSMUSG00000001467,-1.28117665381099,6.61071235041964,145.159145352225,1.98E-33,1.02E-31
ENSMUSG00000085208,-0.998899124396992,6.71573781398651,145.126908609165,2.01E-33,1.03E-31
ENSMUSG00000096472,-1.86413948273629,4.25580018603791,144.327908206176,3.01E-33,1.54E-31
ENSMUSG00000038644,-1.28443301899266,5.65652581456384,144.291385676103,3.07E-33,1.56E-31
ENSMUSG00000046434,-1.09818925793306,7.76926321971102,144.15029767961,3.29E-33,1.67E-31
ENSMUSG00000051235,-2.18540378426255,3.41519473976972,143.742055790473,4.05E-33,2.04E-31
ENSMUSG00000020739,-1.07617460989885,5.73001074567994,143.565555684434,4.42E-33,2.22E-31
ENSMUSG00000050931,1.32884594365988,5.67956578384439,143.194594139432,5.33E-33,2.66E-31
ENSMUSG00000024030,1.11783907240484,11.1444322257443,141.333192745806,1.36E-32,6.77E-31
ENSMUSG00000002297,-1.44540571892554,5.43479000910893,140.904397814569,1.69E-32,8.37E-31
ENSMUSG00000027635,-1.9366581586182,3.77361907309971,140.836835663556,1.75E-32,8.63E-31
ENSMUSG00000017002,2.23272983845701,7.801856039171,140.589407932314,1.98E-32,9.71E-31
ENSMUSG00000027863,1.03927674192271,7.86144927151159,140.588505342571,1.98E-32,9.71E-31
ENSMUSG00000024833,-1.14496120899354,5.35238327345973,139.86852214308,2.84E-32,1.39E-30
ENSMUSG00000020359,-1.00489413157574,7.2099296551504,138.672020804986,5.20E-32,2.53E-30
ENSMUSG00000022391,-1.12764586828178,7.21474992032708,138.431856235284,5.86E-32,2.84E-30
ENSMUSG00000036223,-2.39111949613636,2.9539709217382,138.257273876001,6.40E-32,3.09E-30
ENSMUSG00000032586,-2.06627110521159,3.38086757755591,137.553471779034,9.13E-32,4.39E-30
ENSMUSG00000034957,1.16741768241141,8.81635031859476,137.181300123563,1.10E-31,5.28E-30
ENSMUSG00000010663,-1.56912615794213,4.21810900207448,137.133946840409,1.13E-31,5.39E-30
ENSMUSG00000061533,-1.28668759096782,4.77702841647972,136.122855561734,1.88E-31,8.93E-30
ENSMUSG00000059005,-0.876400656582247,8.63278187665927,135.898426774798,2.10E-31,9.96E-30
ENSMUSG00000036022,-0.998179020476953,6.13697661655106,135.85891061123,2.14E-31,1.01E-29
ENSMUSG00000025792,-1.42981445189526,4.78140511112633,135.087058277519,3.16E-31,1.49E-29
ENSMUSG00000028587,-2.20647030251795,2.34224975835065,134.960698350225,3.37E-31,1.58E-29
ENSMUSG00000042129,0.937661930981109,9.39455100778776,134.097196028788,5.20E-31,2.43E-29
ENSMUSG00000027811,-1.93773339600882,3.26391030969358,134.082566472232,5.24E-31,2.44E-29
