Gene,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000026664,-0.296436897,5.439924882,8.238350635,0.004101439,0.014480385
ENSMUSG00000028017,-1.076381845,0.500141113,8.225009078,0.0041317,0.014583262
ENSMUSG00000015087,-0.278719726,6.240336205,8.221254396,0.004140257,0.014609498
ENSMUSG00000027332,0.308391441,4.708892015,8.219173998,0.004145006,0.014622286
ENSMUSG00000053483,0.341608334,4.938702017,8.209096638,0.00416809,0.014699727
ENSMUSG00000090673,-0.337893636,4.462521731,8.207893318,0.004170855,0.014705488
ENSMUSG00000036022,0.258605542,6.136976617,8.200066106,0.004188886,0.014765057
ENSMUSG00000041025,0.518215725,4.740967756,8.199472024,0.004190258,0.014765888
ENSMUSG00000039887,0.584656849,2.461705368,8.190736791,0.004210482,0.014833132
ENSMUSG00000070354,0.524372224,3.19102265,8.189647094,0.004213012,0.014838022
ENSMUSG00000022307,0.283648153,5.551401281,8.187621675,0.004217718,0.014850573
ENSMUSG00000032294,-0.304291152,9.881485415,8.186382034,0.004220601,0.014856699
ENSMUSG00000022255,-0.292538277,7.834487652,8.183443428,0.004227444,0.014876756
ENSMUSG00000029919,-0.78748191,2.94515214,8.18252735,0.004229579,0.014880241
ENSMUSG00000032127,-0.251810056,6.451536973,8.173569487,0.004250518,0.014949859
ENSMUSG00000029536,0.321876778,4.469442665,8.172064343,0.004254046,0.014958221
ENSMUSG00000012126,0.329540143,5.311823847,8.168002026,0.004263585,0.014987705
ENSMUSG00000022906,0.324702746,5.633697696,8.167496637,0.004264773,0.014987828
ENSMUSG00000033396,0.238374165,6.235680843,8.162033235,0.004277639,0.015028979
ENSMUSG00000037993,-0.25953802,6.428429843,8.151229363,0.004303198,0.015114692
ENSMUSG00000030697,-0.221226479,6.773810451,8.145862359,0.004315953,0.015155396
ENSMUSG00000047921,-0.26762564,5.854588581,8.143431276,0.004321743,0.015171628
ENSMUSG00000037847,0.603882527,2.378913598,8.141946679,0.004325282,0.015179954
ENSMUSG00000072693,0.357832935,3.940480555,8.136552601,0.004338168,0.015221068
ENSMUSG00000002897,0.260713759,8.529271113,8.135580643,0.004340495,0.015225119
ENSMUSG00000024236,0.459774528,8.453131446,8.129793829,0.00435437,0.015266657
ENSMUSG00000020474,0.504591832,3.31115254,8.129662265,0.004354686,0.015266657
ENSMUSG00000059713,0.266356868,5.546475652,8.12876679,0.004356837,0.01527008
ENSMUSG00000002814,-0.338138125,4.3103488,8.128018037,0.004358637,0.015272268
ENSMUSG00000038949,0.335128989,4.92675659,8.126941678,0.004361225,0.015277219
ENSMUSG00000037795,-0.389398764,4.634169087,8.120303309,0.004377223,0.015329129
ENSMUSG00000017550,0.404395202,4.792092672,8.115587474,0.004388625,0.015364916
ENSMUSG00000097536,0.961961075,1.18768436,8.112459466,0.004396204,0.015387306
ENSMUSG00000061374,-0.318715329,4.558962413,8.107294798,0.004408747,0.015427054
ENSMUSG00000026203,0.612917502,3.823847827,8.10675558,0.004410059,0.01542749
ENSMUSG00000024871,0.689186135,1.618813236,8.106088733,0.004411682,0.015429013
ENSMUSG00000041859,0.271706443,6.838525408,8.102704555,0.004419926,0.015453688
ENSMUSG00000062627,-0.267816129,5.759230873,8.084723881,0.004463993,0.015603565
ENSMUSG00000038279,-0.551858685,5.840059977,8.082254177,0.004470081,0.015620643
ENSMUSG00000030786,0.726159144,2.294446625,8.080260734,0.004475001,0.015633631
ENSMUSG00000016921,-0.220652693,8.065576172,8.073849706,0.004490861,0.015684822
ENSMUSG00000024007,0.390347002,4.815046366,8.06985218,0.004500779,0.01571524
ENSMUSG00000074738,-0.812458403,1.688506277,8.059402042,0.004526812,0.015801894
ENSMUSG00000040720,0.239816627,6.774799679,8.05769598,0.004531077,0.015812533
ENSMUSG00000024830,-0.328506307,4.700853412,8.056186062,0.004534855,0.015821468
ENSMUSG00000021629,-0.245130112,6.169773501,8.055589751,0.004536347,0.015822429
ENSMUSG00000040713,-0.221327046,8.55869804,8.051114997,0.004547566,0.015857302
ENSMUSG00000017386,0.671267543,2.38129285,8.047835872,0.004555804,0.015881769
ENSMUSG00000039637,-0.253044768,6.234696188,8.04613897,0.004560074,0.01589239
ENSMUSG00000007603,-0.306301365,5.065569314,8.045048478,0.00456282,0.015897696
ENSMUSG00000063884,-0.326432417,5.055022481,8.034078569,0.004590536,0.015989976
ENSMUSG00000024664,-1.319717708,2.552041697,8.03201954,0.004595757,0.016003874
ENSMUSG00000031701,-0.234324566,7.396699238,8.030815032,0.004598814,0.01601023
ENSMUSG00000026014,0.43085589,4.296606278,8.02666298,0.004609368,0.016042676
ENSMUSG00000006715,0.414950352,5.202443404,8.023571014,0.004617244,0.016065784
ENSMUSG00000038280,-0.239923943,6.660595399,8.021671703,0.004622089,0.016078336
ENSMUSG00000049092,1.212493274,0.20536779,8.01996708,0.004626441,0.01608917
ENSMUSG00000015247,-0.247790315,5.704253428,8.015107707,0.004638871,0.016125328
ENSMUSG00000031021,-0.244646687,6.39750277,8.014701824,0.004639911,0.016125328
ENSMUSG00000027200,1.072019379,5.59742882,8.01444839,0.004640561,0.016125328
ENSMUSG00000020413,-0.406603935,3.700016476,8.007414502,0.00465862,0.016183756
ENSMUSG00000097078,0.343225264,5.202831868,8.006597698,0.004660722,0.016186731
ENSMUSG00000030427,-0.375453522,4.261745294,8.003960411,0.004667515,0.016205992
ENSMUSG00000096941,-0.735216398,1.39041657,8.002328025,0.004671725,0.016216275
ENSMUSG00000034880,0.404290392,4.12017999,7.991653282,0.004699348,0.016303935
ENSMUSG00000040433,-0.287768728,5.901530276,7.991599685,0.004699487,0.016303935
ENSMUSG00000031441,-0.220559223,6.619361317,7.990238007,0.004703023,0.016311847
ENSMUSG00000086740,-0.35241006,4.262745233,7.986418306,0.004712956,0.016338093
ENSMUSG00000064797,-1.002366465,0.539724888,7.986361107,0.004713105,0.016338093
ENSMUSG00000007338,0.353051392,4.481573255,7.980087174,0.004729466,0.016389259
ENSMUSG00000030880,-0.286792267,5.448186629,7.979734852,0.004730387,0.016389259
ENSMUSG00000020462,-0.392939855,4.275389032,7.977313834,0.004736717,0.016406817
ENSMUSG00000029836,0.262174533,6.442855382,7.967431473,0.004762647,0.016492236
ENSMUSG00000055435,0.990125849,0.908129815,7.964146587,0.004771298,0.016514561
ENSMUSG00000027193,-0.205240645,7.891910806,7.964018593,0.004771636,0.016514561
ENSMUSG00000020262,-0.375347546,7.702291282,7.960138929,0.004781874,0.016545591
ENSMUSG00000040339,0.558803924,6.300584393,7.957392448,0.004789136,0.016566306
ENSMUSG00000027411,-0.25856177,6.07661461,7.951216314,0.004805507,0.016618512
ENSMUSG00000097493,-0.525474519,2.848835766,7.950300012,0.004807941,0.016618532
ENSMUSG00000020003,0.355699696,4.566190863,7.950251187,0.00480807,0.016618532
ENSMUSG00000069223,0.610959772,2.461167661,7.949197409,0.004810871,0.01662379
ENSMUSG00000029017,-0.258349707,5.603276935,7.947452041,0.004815513,0.016635407
ENSMUSG00000027695,0.383929372,5.991434727,7.945847292,0.004819785,0.016645741
ENSMUSG00000040548,0.34491173,5.685432091,7.938379927,0.004839714,0.01671013
ENSMUSG00000021054,0.235527294,6.341001421,7.935768954,0.004846703,0.016729813
ENSMUSG00000032020,0.273320662,7.306733941,7.934911233,0.004849001,0.016733301
ENSMUSG00000001942,0.267521427,5.534188439,7.930790105,0.004860057,0.016767003
ENSMUSG00000064356,-0.325012084,8.205160248,7.9279873,0.004867591,0.016788539
ENSMUSG00000003283,0.233570267,7.492356613,7.927216611,0.004869665,0.016791235
ENSMUSG00000055675,0.850159286,1.383995064,7.925573778,0.004874089,0.01680203
ENSMUSG00000090137,-0.503331625,3.474532923,7.910600203,0.004914596,0.016937176
ENSMUSG00000025962,-0.35438286,4.747870957,7.908752387,0.004919619,0.016949991
ENSMUSG00000101335,-0.779294876,1.597555851,7.904223692,0.00493195,0.016987974
ENSMUSG00000032096,-0.20362811,7.915723939,7.9000349,0.004943384,0.017022847
ENSMUSG00000005779,-0.251429695,6.805144983,7.896578123,0.004952841,0.017046641
ENSMUSG00000027255,-0.237083036,6.419432414,7.896300727,0.0049536,0.017046641
ENSMUSG00000001173,-0.269329674,6.013798592,7.896071123,0.004954229,0.017046641
ENSMUSG00000036009,-0.508960239,2.757552636,7.893437526,0.004961448,0.017066961
ENSMUSG00000025888,0.255136078,6.120186869,7.892776748,0.004963261,0.017068679
ENSMUSG00000039275,0.249758707,6.115929344,7.889854728,0.004971286,0.017091754
ENSMUSG00000029144,-0.286268948,5.301280051,7.884042226,0.004987288,0.017142237
ENSMUSG00000023051,0.388285256,4.413789744,7.882847875,0.004990583,0.017149026
ENSMUSG00000066324,-0.269916655,6.519440966,7.880595608,0.004996802,0.017161902
ENSMUSG00000001767,0.272491872,5.693668141,7.880534406,0.004996971,0.017161902
ENSMUSG00000047945,-0.84643872,1.970193218,7.879264869,0.00500048,0.017169417
ENSMUSG00000039128,0.2562768,5.831563248,7.876992305,0.005006768,0.017186466
ENSMUSG00000030232,0.242826629,7.386003574,7.869391072,0.005027858,0.017254303
ENSMUSG00000028675,0.274450354,6.304373239,7.867654762,0.005032688,0.017266319
ENSMUSG00000024335,-0.236393081,8.376399487,7.864112311,0.005042558,0.017295613
ENSMUSG00000018669,0.235537706,5.581773531,7.861651987,0.005049424,0.017314594
ENSMUSG00000085687,0.534357718,2.684487811,7.858505208,0.005058219,0.017340179
ENSMUSG00000005370,0.346930105,5.049949409,7.855711827,0.00506604,0.01736241
ENSMUSG00000031093,0.309069417,7.131135718,7.854383145,0.005069765,0.017370594
ENSMUSG00000085495,-1.088826601,0.487692794,7.849794649,0.005082648,0.017410146
ENSMUSG00000005371,-0.293969386,6.02848637,7.843530956,0.005100289,0.017465969
ENSMUSG00000023473,-0.633026839,3.554145559,7.836178763,0.005121075,0.017532531
ENSMUSG00000029146,-0.241675788,6.687789468,7.833121219,0.005129744,0.017557587
ENSMUSG00000037475,0.242498074,6.821326454,7.827797371,0.005144876,0.017604741
ENSMUSG00000028344,0.619925458,3.940054687,7.824589208,0.005154016,0.017631374
ENSMUSG00000013736,-0.266998863,5.464658305,7.823497668,0.00515713,0.017637383
ENSMUSG00000097131,0.925578138,1.295388756,7.822651635,0.005159544,0.017640999
ENSMUSG00000034413,-0.285440151,5.479166188,7.819796899,0.0051677,0.017664238
ENSMUSG00000020220,0.237536406,7.646582848,7.816894933,0.005176005,0.017687972
ENSMUSG00000038451,0.382098274,4.452429162,7.810191689,0.005195239,0.017749035
ENSMUSG00000036534,0.26172771,5.968906117,7.805324592,0.005209251,0.017790247
ENSMUSG00000070871,-0.343043679,4.046749435,7.805050845,0.00521004,0.017790247
ENSMUSG00000024436,-0.483004415,4.410895487,7.803874825,0.005213432,0.017797153
ENSMUSG00000059714,0.324507834,5.106120856,7.797558225,0.005231689,0.017854786
ENSMUSG00000009995,0.235220797,5.578848941,7.793791104,0.005242608,0.017886311
ENSMUSG00000038838,0.342497963,4.339591373,7.793422132,0.005243678,0.017886311
ENSMUSG00000020576,0.277427153,5.5757812,7.785704099,0.005266126,0.017958168
ENSMUSG00000001707,-0.521769559,4.474007601,7.779895324,0.005283086,0.018011276
ENSMUSG00000015341,-0.232393986,6.716860424,7.77900142,0.005285701,0.018015464
ENSMUSG00000078584,0.48543632,3.754727529,7.776651638,0.00529258,0.018034183
ENSMUSG00000019975,0.482384629,3.214927655,7.775986466,0.00529453,0.018036096
ENSMUSG00000040859,0.336434536,5.378727162,7.770212866,0.005311479,0.018087984
ENSMUSG00000030689,-0.259906826,5.63617386,7.769850333,0.005312545,0.018087984
ENSMUSG00000096991,0.8594734,1.019335311,7.769130617,0.005314662,0.018090453
ENSMUSG00000005897,0.341167279,4.250867986,7.768493115,0.005316538,0.0180921
ENSMUSG00000034998,0.258422481,6.593587225,7.765438959,0.005325535,0.018117973
ENSMUSG00000035364,1.48369395,0.257612067,7.762986094,0.005332772,0.018137846
ENSMUSG00000039798,-0.659981887,1.433446485,7.760221013,0.005340942,0.018160881
ENSMUSG00000029265,0.279095543,7.187418175,7.759569445,0.00534287,0.018162682
ENSMUSG00000049606,-0.333934079,4.85073802,7.757469924,0.005349084,0.018179052
ENSMUSG00000050668,0.320383579,4.217347042,7.755500141,0.005354921,0.018194132
ENSMUSG00000038507,0.246974294,5.820340727,7.753921818,0.005359603,0.018205279
ENSMUSG00000054435,0.894312412,1.039319853,7.750246555,0.005370521,0.018237598
ENSMUSG00000028708,0.276633877,6.663052426,7.749227677,0.005373552,0.018242086
ENSMUSG00000027353,0.666582485,3.641217096,7.748858705,0.00537465,0.018242086
ENSMUSG00000038217,-0.667201121,1.965106153,7.746162018,0.005382681,0.018264576
ENSMUSG00000024673,1.082418514,1.170945535,7.745029982,0.005386057,0.018271259
ENSMUSG00000074682,-0.608491646,1.859711824,7.743092462,0.005391839,0.018283805
ENSMUSG00000021461,0.419581757,3.110762452,7.742847845,0.005392569,0.018283805
ENSMUSG00000070315,0.396880461,3.697701747,7.733521097,0.005420494,0.018373694
ENSMUSG00000041538,0.710953412,1.613243018,7.73032562,0.005430096,0.018399806
ENSMUSG00000038250,-0.235633723,5.715150768,7.730015181,0.005431029,0.018399806
ENSMUSG00000076498,1.013478533,0.208904976,7.724839043,0.005446622,0.018447822
ENSMUSG00000059842,0.548224873,2.597433081,7.712686602,0.005483408,0.018567581
ENSMUSG00000032577,0.24577499,7.059053151,7.709623841,0.00549272,0.018594265
ENSMUSG00000029254,0.552786691,2.609547512,7.70747698,0.005499256,0.018608425
ENSMUSG00000027469,0.334449343,6.286569986,7.707309509,0.005499766,0.018608425
ENSMUSG00000020528,0.397944883,4.328404393,7.702723805,0.005513756,0.018650903
ENSMUSG00000069516,0.246262029,13.87061016,7.700268031,0.005521263,0.018671436
ENSMUSG00000024045,-0.246156909,6.735225539,7.691536867,0.005548036,0.018750598
ENSMUSG00000003731,-0.239986134,6.55449499,7.691486346,0.005548192,0.018750598
ENSMUSG00000053347,0.341249783,4.312126735,7.691223465,0.005549,0.018750598
ENSMUSG00000025995,-0.511855692,5.260303778,7.688882794,0.005556201,0.018770052
ENSMUSG00000027624,0.265338211,5.817128032,7.686808023,0.005562592,0.018786759
ENSMUSG00000093594,0.474734749,2.959453494,7.678180226,0.00558925,0.018871888
ENSMUSG00000047731,-0.227897492,6.647433318,7.677030272,0.005592813,0.01887619
ENSMUSG00000063273,-0.320821983,6.951918145,7.676831521,0.005593429,0.01887619
ENSMUSG00000042364,-0.366453743,6.329879345,7.673176979,0.005604769,0.018909547
ENSMUSG00000040813,-0.235686484,6.260780682,7.670191706,0.005614049,0.018935942
ENSMUSG00000063286,0.429232993,6.952476079,7.66568932,0.005628075,0.018978326
ENSMUSG00000018565,-0.273884454,5.422670914,7.66071802,0.005643604,0.019025753
ENSMUSG00000047547,-0.305783005,5.879826518,7.658924611,0.005649217,0.019036745
ENSMUSG00000022184,0.5520116,2.517049716,7.658740237,0.005649794,0.019036745
ENSMUSG00000018433,-0.356016473,5.309931471,7.657251789,0.005654457,0.019039573
ENSMUSG00000028886,0.263103305,5.676928821,7.656795774,0.005655887,0.019039573
ENSMUSG00000019297,-0.269080555,5.583812194,7.656691909,0.005656212,0.019039573
ENSMUSG00000017309,0.600012599,2.721923871,7.656602149,0.005656494,0.019039573
ENSMUSG00000100081,0.372343101,3.676549793,7.652104032,0.005670615,0.019082161
ENSMUSG00000025024,-0.248771057,5.77815624,7.649377707,0.005679191,0.019104559
ENSMUSG00000086693,-0.337206232,5.457231262,7.649053831,0.005680211,0.019104559
ENSMUSG00000054932,-0.493729758,2.537547161,7.648300007,0.005682585,0.019107599
ENSMUSG00000006127,-0.405515096,5.916246536,7.645658953,0.00569091,0.019130644
ENSMUSG00000099644,-0.413472812,4.625322521,7.643504479,0.005697711,0.019148554
ENSMUSG00000020910,0.450114098,3.741643414,7.642356033,0.00570134,0.019155795
ENSMUSG00000000276,-0.323872728,5.24557586,7.64152487,0.005703968,0.01915967
ENSMUSG00000085304,0.719078202,1.572426006,7.640781931,0.005706318,0.019162611
ENSMUSG00000036061,0.424954648,3.357559756,7.637860121,0.005715568,0.019188718
ENSMUSG00000054716,-0.513206116,2.552762717,7.636955155,0.005718437,0.019193345
ENSMUSG00000029447,-0.310763,6.933556464,7.636493489,0.0057199,0.019193345
ENSMUSG00000026482,-0.24439572,6.431957606,7.629474382,0.005742203,0.01926321
ENSMUSG00000009281,0.754415153,1.286706603,7.62687232,0.005750494,0.019286044
ENSMUSG00000028369,0.680676346,1.992804233,7.623232254,0.005762112,0.019320023
ENSMUSG00000063146,-0.258367943,6.411606865,7.622011941,0.005766012,0.019328114
ENSMUSG00000078995,0.81988629,2.9531168,7.615615675,0.0057865,0.019391788
ENSMUSG00000045968,-0.329276437,6.070663006,7.611742512,0.005798942,0.019428474
ENSMUSG00000030165,1.330263208,-0.11802418,7.611147835,0.005800855,0.019429056
ENSMUSG00000039108,0.809184976,4.251140386,7.610758971,0.005802106,0.019429056
ENSMUSG00000049037,0.910336787,0.925544723,7.605837481,0.005817964,0.019477139
ENSMUSG00000053226,0.783609054,1.104198658,7.604384398,0.005822654,0.019487822
ENSMUSG00000026797,-0.576166624,3.357771288,7.602253967,0.005829538,0.019505838
ENSMUSG00000039356,-0.450274011,4.587598641,7.601608223,0.005831626,0.019507803
ENSMUSG00000037761,-0.380954,3.680208207,7.592460056,0.005861291,0.019601135
ENSMUSG00000039740,0.448398006,4.127237313,7.592075056,0.005862543,0.019601135
ENSMUSG00000042210,0.48719459,2.877452903,7.580087831,0.005901656,0.019726833
ENSMUSG00000024013,0.743462848,2.044306832,7.578484032,0.00590691,0.019739316
ENSMUSG00000103975,-0.439688635,3.743359325,7.576158046,0.005914537,0.019759723
ENSMUSG00000020160,0.553566077,2.817054781,7.570853838,0.005931968,0.019812863
ENSMUSG00000035365,0.579775275,3.406722372,7.569985397,0.005934827,0.019817319
ENSMUSG00000042650,-0.275123824,6.907783208,7.568654808,0.005939209,0.019821915
ENSMUSG00000087611,-0.53557012,3.23349866,7.568641461,0.005939253,0.019821915
ENSMUSG00000041328,-0.289620254,6.783166203,7.566314985,0.005946925,0.019842423
ENSMUSG00000000295,-0.534327598,2.575870055,7.554098169,0.005987375,0.019972261
ENSMUSG00000050930,0.78838998,1.536542238,7.553408626,0.005989667,0.019974778
ENSMUSG00000023348,0.654994236,1.672003223,7.549535338,0.006002555,0.020012623
ENSMUSG00000023186,0.242189323,6.937436712,7.547233314,0.006010228,0.020033067
ENSMUSG00000026335,-0.516081676,3.324357427,7.543011169,0.006024328,0.020074915
ENSMUSG00000045817,-0.398961823,10.2259078,7.541630845,0.006028945,0.020081597
ENSMUSG00000026544,0.610433854,2.836236158,7.541487699,0.006029424,0.020081597
ENSMUSG00000048027,0.285972724,5.06370034,7.537189582,0.006043824,0.020124402
ENSMUSG00000022564,-0.2229293,7.423572148,7.533283065,0.006056943,0.020162918
ENSMUSG00000032491,0.781742588,1.197637489,7.524468444,0.006086651,0.020256625
ENSMUSG00000046567,0.41949656,3.271638849,7.520138558,0.006101299,0.020300174
ENSMUSG00000021493,-0.250578559,6.117528291,7.514125961,0.006121698,0.020362834
ENSMUSG00000085279,-0.509331201,2.509463417,7.511198393,0.006131656,0.020390738
ENSMUSG00000051346,-0.457418227,3.36665613,7.508230263,0.006141769,0.020419143
ENSMUSG00000024537,0.375385942,4.014241776,7.507601921,0.006143912,0.020421043
ENSMUSG00000034889,-0.256770437,5.419249377,7.503655776,0.006157388,0.020460602
ENSMUSG00000028851,-0.243329309,6.373085217,7.497391758,0.006178842,0.020526642
ENSMUSG00000033439,-0.341382485,3.952027889,7.496687064,0.00618126,0.020529428
ENSMUSG00000028188,0.422505182,2.821811714,7.494674696,0.006188171,0.02054713
ENSMUSG00000004896,0.253805338,5.380238475,7.491137688,0.006200337,0.02058074
ENSMUSG00000031445,-0.682321007,2.199908241,7.490593533,0.006202211,0.02058074
ENSMUSG00000024072,0.312162874,5.821414677,7.490351709,0.006203044,0.02058074
ENSMUSG00000029670,0.296515066,4.592427559,7.486757874,0.006215436,0.020616592
ENSMUSG00000023088,-0.269313871,6.017190182,7.485471334,0.006219879,0.020626063
ENSMUSG00000102964,-0.833730891,1.848031204,7.484137225,0.006224489,0.020636085
ENSMUSG00000000058,0.273147156,6.813152387,7.482393517,0.006230519,0.020647035
ENSMUSG00000038991,-0.249113054,7.017084822,7.482263604,0.006230969,0.020647035
ENSMUSG00000068923,0.677541408,2.801991671,7.481398434,0.006233964,0.020651693
ENSMUSG00000000759,-0.250581282,5.897162801,7.480459116,0.006237217,0.020657203
ENSMUSG00000029501,0.245469367,5.86012451,7.478008069,0.006245713,0.020680073
ENSMUSG00000035172,0.581724003,2.951004346,7.476940388,0.006249418,0.020687069
ENSMUSG00000050312,-0.367926451,4.042750075,7.475453747,0.00625458,0.020698885
ENSMUSG00000087672,0.686222802,1.430608748,7.471397619,0.006268687,0.020740289
ENSMUSG00000054792,0.302349313,5.175490846,7.466321947,0.006286385,0.020793551
ENSMUSG00000097472,-0.351512709,3.909053829,7.4632242,0.006297212,0.020824063
ENSMUSG00000019066,0.221384287,6.739235543,7.462735371,0.006298922,0.020824419
ENSMUSG00000019214,0.428892947,4.341902504,7.459338904,0.006310818,0.02085712
ENSMUSG00000026766,-0.255470745,5.310722855,7.458995174,0.006312023,0.02085712
ENSMUSG00000040688,-0.319061704,5.362925182,7.455431981,0.00632453,0.020891352
ENSMUSG00000033228,-0.206331684,7.467045121,7.455128008,0.006325598,0.020891352
ENSMUSG00000001517,0.387589905,5.798000545,7.445839574,0.006358325,0.020994104
ENSMUSG00000087178,0.545423297,2.361838702,7.441086276,0.00637514,0.021044277
ENSMUSG00000085403,-0.771434358,1.236526866,7.440202378,0.006378272,0.021049269
ENSMUSG00000042272,-0.555498499,1.940686042,7.436387645,0.006391806,0.021088578
ENSMUSG00000026004,0.413326174,3.936934136,7.427813601,0.006422333,0.021183918
ENSMUSG00000097166,-1.020861734,0.541536952,7.422477208,0.006441407,0.021241444
ENSMUSG00000035757,0.261505162,4.868284943,7.418882151,0.00645429,0.021278527
ENSMUSG00000033365,0.305146044,5.176998038,7.414240315,0.006470963,0.021328085
ENSMUSG00000020430,-0.229741436,6.496557007,7.413149055,0.006474889,0.021330496
ENSMUSG00000029397,0.306204355,5.058481662,7.413124507,0.006474978,0.021330496
ENSMUSG00000047462,0.904109459,0.689921423,7.411833435,0.006479626,0.021340399
ENSMUSG00000046671,-0.230755082,5.768373624,7.406874332,0.006497511,0.021393883
ENSMUSG00000086032,0.864205238,0.769260993,7.406050325,0.006500488,0.021395944
ENSMUSG00000024146,0.282971926,5.267294723,7.405789662,0.00650143,0.021395944
ENSMUSG00000027506,-0.195271983,8.145948552,7.404336788,0.006506683,0.02140781
ENSMUSG00000103435,0.996937326,0.633466888,7.396559732,0.006534874,0.02149512
ENSMUSG00000087138,0.50076211,2.795342383,7.393612232,0.006545591,0.021519789
ENSMUSG00000026617,0.298758686,5.036771254,7.393586225,0.006545685,0.021519789
ENSMUSG00000024188,0.272044239,5.983695557,7.386412557,0.006571844,0.021600324
ENSMUSG00000019132,-0.203476797,8.723473603,7.385683613,0.006574508,0.021603616
ENSMUSG00000014243,-0.771789831,1.826842365,7.383696128,0.006581777,0.021622035
ENSMUSG00000085586,-0.946477833,0.686917692,7.382967684,0.006584443,0.021625328
ENSMUSG00000025193,0.587111092,2.612181681,7.381575231,0.006589543,0.021636609
ENSMUSG00000018809,0.429385006,3.551661323,7.375005243,0.00661366,0.021710311
ENSMUSG00000020238,-0.270113866,7.779763205,7.373199479,0.006620304,0.021726634
ENSMUSG00000015461,-0.231307894,6.617105744,7.37201685,0.006624659,0.021735439
ENSMUSG00000047694,-0.247594469,5.721766879,7.368860465,0.006636297,0.021768128
ENSMUSG00000070814,0.810813154,2.324689208,7.367492926,0.006641346,0.021779192
ENSMUSG00000026649,0.765150229,1.178353283,7.366403712,0.00664537,0.02178689
ENSMUSG00000091133,-0.430203327,3.675123179,7.364568604,0.006652156,0.021801743
ENSMUSG00000036639,0.589868915,2.438190365,7.364271295,0.006653256,0.021801743
ENSMUSG00000059409,0.251310134,5.947745544,7.359363768,0.006671439,0.021850429
ENSMUSG00000035048,0.354089125,4.187512235,7.359353873,0.006671476,0.021850429
ENSMUSG00000103270,0.428973955,3.111859767,7.357023404,0.006680129,0.021873257
ENSMUSG00000052248,0.349428324,3.404396465,7.356412426,0.006682399,0.021875179
ENSMUSG00000029810,1.137604352,0.95558748,7.354813521,0.006688345,0.021889128
ENSMUSG00000040007,0.30723547,5.180118266,7.349585014,0.006707824,0.021947351
ENSMUSG00000044916,-0.893417577,1.692812684,7.348917957,0.006710313,0.02194997
ENSMUSG00000058355,-0.300031162,7.107018016,7.347231625,0.00671661,0.02196504
ENSMUSG00000086289,0.282888776,4.713288901,7.346638259,0.006718828,0.021966763
ENSMUSG00000053684,-0.40721349,4.090994154,7.343800983,0.00672944,0.021995926
ENSMUSG00000045827,-0.383487108,3.555121544,7.343166514,0.006731816,0.021998158
ENSMUSG00000032869,-0.318240849,4.914982465,7.34226042,0.006735209,0.022003716
ENSMUSG00000086421,0.724214629,2.242835619,7.341456724,0.006738221,0.022008023
ENSMUSG00000048240,-1.312430431,0.060079478,7.332286415,0.006772685,0.022110178
ENSMUSG00000010608,-0.2352521,7.791711886,7.332229051,0.006772901,0.022110178
ENSMUSG00000028068,0.358646313,5.660993862,7.331457711,0.006775808,0.022114114
ENSMUSG00000075040,-0.376711437,4.005717385,7.330026495,0.006781205,0.022126173
ENSMUSG00000032050,0.218852256,6.953409819,7.328041032,0.0067887,0.022144904
ENSMUSG00000028878,-0.306780762,6.08484304,7.327603214,0.006790354,0.022144904
ENSMUSG00000015377,-0.497840607,2.238106141,7.317682847,0.006827939,0.022261891
ENSMUSG00000025574,0.313212788,5.978129147,7.316457708,0.006832595,0.022271485
ENSMUSG00000029552,-0.352030415,5.474906301,7.314419078,0.006840351,0.022291173
ENSMUSG00000059475,0.384755798,4.39915548,7.310910169,0.00685372,0.022329143
ENSMUSG00000038894,-0.473867592,6.696105818,7.302333067,0.006886513,0.022430358
ENSMUSG00000055555,0.913859536,1.146280488,7.299115315,0.006898857,0.022464933
ENSMUSG00000032011,1.057677864,0.927905394,7.29455761,0.00691638,0.022516351
ENSMUSG00000047710,-0.320172841,5.169624071,7.291228668,0.006929207,0.022552461
ENSMUSG00000062031,0.435561904,3.426098856,7.2859686,0.006949525,0.022606317
ENSMUSG00000032431,-0.295753135,4.334671135,7.285861425,0.00694994,0.022606317
ENSMUSG00000025035,0.479647175,2.725146765,7.285594401,0.006950973,0.022606317
ENSMUSG00000026646,-0.726353964,2.651045178,7.281867479,0.006965409,0.022641234
ENSMUSG00000051550,0.495118318,2.63431047,7.281683782,0.006966121,0.022641234
ENSMUSG00000031904,-0.337907523,4.322052001,7.281473689,0.006966936,0.022641234
ENSMUSG00000073664,0.313964796,6.03269313,7.278801562,0.006977307,0.022664289
ENSMUSG00000059486,0.248400405,5.895831707,7.278747327,0.006977518,0.022664289
ENSMUSG00000018381,-0.561468018,5.759350362,7.277141295,0.006983759,0.022678894
ENSMUSG00000022772,-0.305487373,5.291769725,7.276644347,0.006985691,0.022679502
ENSMUSG00000019194,-1.233192063,0.501579018,7.274495829,0.006994052,0.022700974
ENSMUSG00000036281,-0.460963925,4.937031221,7.271393113,0.007006144,0.022734544
ENSMUSG00000002825,-0.513875871,3.591998318,7.269910303,0.007011931,0.022747641
ENSMUSG00000051439,-0.734924421,7.479452675,7.267290273,0.007022167,0.022775163
ENSMUSG00000051469,-0.273348094,4.844677906,7.264922639,0.00703143,0.022799516
ENSMUSG00000099177,0.914921945,0.852713808,7.263577966,0.007036696,0.022810901
