Gene,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000085941,1.28252211468805,1.03062765950099,15.2316121308784,9.51E-05,0.000320263129059005
ENSMUSG00000025212,0.398085363292219,7.23605350153731,15.2271761459629,9.53E-05,0.000320857253358499
ENSMUSG00000058709,0.381679454131022,5.59346983324983,15.2271333206146,9.53E-05,0.000320857253358499
ENSMUSG00000020057,0.304777251373529,6.95096515550784,15.2248469991291,9.54E-05,0.000321162743686237
ENSMUSG00000090150,-0.543316114298101,4.51889049903662,15.2205011478388,9.57E-05,0.000321819317868531
ENSMUSG00000051890,-0.728556056479004,2.61432222116647,15.2124256986484,9.61E-05,0.000323031378027472
ENSMUSG00000052253,0.55880168458007,5.67912255996182,15.2124244404676,9.61E-05,0.000323031378027472
ENSMUSG00000079658,-0.378228246931043,5.5321327175793,15.1941597073349,9.70E-05,0.000326086531308283
ENSMUSG00000073778,-0.726843855940473,2.58359172644478,15.1900254261766,9.72E-05,0.000326716728353946
ENSMUSG00000039917,-0.473515006470643,4.33714862824064,15.1591899086319,9.88E-05,0.000331963516241801
ENSMUSG00000026193,-0.633300203113111,10.4975406485367,15.158966685667,9.88E-05,0.000331963516241801
ENSMUSG00000033096,-0.346170747891657,5.28277932276275,15.1525923678587,9.92E-05,0.000333000060594865
ENSMUSG00000006673,0.301714755324346,6.41601111683325,15.1320813481191,0.00010024521234873,0.000336550446831335
ENSMUSG00000031662,-0.451934177970312,5.98916173190972,15.1249481490967,0.000100624685703726,0.00033773719406137
ENSMUSG00000000303,0.451349188255592,6.43027446758639,15.1235961925305,0.000100696770155411,0.000337891873209326
ENSMUSG00000067825,-0.812839195565468,2.51741852997662,15.1228355433959,0.000100737349756048,0.000337940784055137
ENSMUSG00000029557,-0.733095875108299,2.49858348134913,15.121556936961,0.000100805598762687,0.000338082467489002
ENSMUSG00000025366,-0.31902249886495,9.05836749989199,15.1199466468274,0.000100891618475099,0.000338283661945921
ENSMUSG00000028455,-0.372231437962508,5.41188934838394,15.1176563145446,0.000101014092468108,0.000338606950145868
ENSMUSG00000018001,0.368973989189593,7.65339886360444,15.111666904202,0.000101335079908211,0.000339595332255572
ENSMUSG00000028060,-0.35418499665698,5.68605927564338,15.1060633346756,0.000101636318561015,0.00034051703944804
ENSMUSG00000031824,-0.522495660143334,6.24052808131474,15.1018154197189,0.000101865279866538,0.000341196179676683
ENSMUSG00000084960,-1.68259259756925,0.243841993402561,15.0972140222757,0.000102113879489759,0.000341940731215901
ENSMUSG00000030127,-0.395509210486816,5.50947424809368,15.0928790945641,0.000102348641101377,0.000342638572837067
ENSMUSG00000072601,0.862528479538884,8.30384435143653,15.0907080957113,0.000102466417403803,0.000342841936880861
ENSMUSG00000051043,1.10788992777323,3.93858673169382,15.0904770240057,0.000102478961031365,0.000342841936880861
ENSMUSG00000090246,0.686394803101249,2.80026736986448,15.0903007846737,0.000102488529146056,0.000342841936880861
ENSMUSG00000100259,-1.17337215514897,1.90392468563622,15.0886721469119,0.000102576991195445,0.00034304955676171
ENSMUSG00000056055,1.29022900355213,1.85702910670072,15.0831730320276,0.000102876252531428,0.000343961867223679
ENSMUSG00000097283,1.35235094088086,0.571380987380572,15.0725791280572,0.000103455250985909,0.000345808755610308
ENSMUSG00000052281,-1.50196609858081,0.274014655706965,15.0668609349958,0.000103769134373279,0.000346768750402451
ENSMUSG00000053553,0.594457913567751,4.71019924514818,15.0469456061909,0.000104869828807826,0.000350356888222752
ENSMUSG00000024300,-0.389308837183653,8.95102350626457,15.0351432265785,0.000105527668500578,0.000352464040049732
ENSMUSG00000039831,-1.08928426660778,1.72165817909681,15.0324513787858,0.000105678287116509,0.000352876418131077
ENSMUSG00000002105,0.385393355365582,5.35417500213374,15.0288539186196,0.000105879915865284,0.000353458871457804
ENSMUSG00000026335,-0.647346687360011,3.32435742709125,15.0269632741247,0.000105986036978574,0.000353722274415396
ENSMUSG00000042423,0.411221096257921,6.48154420299392,15.0218113257355,0.000106275757376395,0.000354598136807095
ENSMUSG00000037772,-0.528612599363018,3.77758312048249,15.0134899390142,0.000106745395919049,0.000356073707742288
ENSMUSG00000026239,-0.546497734474878,4.36686683576736,15.0060443061833,0.000107167379423178,0.000357389597891614
ENSMUSG00000029381,-1.15866931975651,1.79879894193916,15.0017490074852,0.000107411580029123,0.000358112081595301
ENSMUSG00000041225,-0.403041193273683,4.96902274559006,14.9914279675089,0.000108000654263762,0.000359983714493933
ENSMUSG00000086740,0.470641783971298,4.2627452330868,14.9883318949403,0.000108177996059081,0.000360482368406106
ENSMUSG00000030091,-0.328248897781952,7.81912141713653,14.9764047090977,0.000108863924192713,0.000362675098387209
ENSMUSG00000000204,0.75543964564108,3.25574970693433,14.9743770848687,0.000108980966711718,0.000362971974214631
ENSMUSG00000038301,-0.317657780499619,8.24724726744426,14.972865988443,0.000109068275553347,0.000363169692311374
ENSMUSG00000055538,0.414531821210019,4.90657184560728,14.9577902792081,0.000109943191156448,0.000365989168101741
ENSMUSG00000047671,1.20429106077584,2.22525323333398,14.954978180571,0.000110107170740258,0.000366441175656951
ENSMUSG00000026321,0.478100124145531,4.90239305186013,14.9535511474204,0.000110190478277304,0.000366624540627713
ENSMUSG00000038508,1.22376626457784,5.71545750716137,14.9461564742978,0.000110623182715794,0.000367970023694513
ENSMUSG00000003153,0.9787094449959,1.40052654726467,14.9378798274061,0.000111109525193546,0.00036942151836949
ENSMUSG00000040883,-0.594324480320021,3.9206437495267,14.937763117441,0.000111116398530805,0.00036942151836949
ENSMUSG00000053964,0.755490674191179,3.76148138424681,14.9363112031176,0.000111201941127298,0.000369611362376054
ENSMUSG00000103101,1.71374298746851,0.202014687965993,14.9357362533657,0.000111235833823408,0.000369629480022757
ENSMUSG00000061544,-0.711340098702082,2.50447413430751,14.9035783622559,0.000113148156391423,0.00037588789377887
ENSMUSG00000027404,-0.305182199721139,7.34620239275145,14.902273758428,0.000113226431499087,0.00037605180264813
ENSMUSG00000051344,0.314033588795679,7.00443524836339,14.8843802714723,0.000114305542144286,0.000379538790420834
ENSMUSG00000037022,-0.735733367165478,3.05533453631291,14.8799693809193,0.000114573138407647,0.000380330142208373
ENSMUSG00000036775,-0.502193583232905,4.1510475139667,14.8794780650074,0.000114602984158572,0.000380332068979774
ENSMUSG00000031782,-0.428278278281319,5.09958221915173,14.8702019757094,0.000115167945604467,0.000382109425855412
ENSMUSG00000025903,-0.308292553463275,6.15360884400582,14.8682827297935,0.000115285187096876,0.000382400789053345
ENSMUSG00000081665,0.688628563790523,2.55502707155748,14.8565997834322,0.000116001462387118,0.000384678490733092
ENSMUSG00000029001,0.760144617531528,2.04799777418073,14.8554046214258,0.000116074989241182,0.000384784394214468
ENSMUSG00000018672,-0.765104649807165,2.3217700971611,14.85511825056,0.000116092613859259,0.000384784394214468
ENSMUSG00000027230,-0.896560062125814,1.66121896672853,14.8409157728944,0.00011697008950749,0.000387593901896825
ENSMUSG00000030660,0.442454505723749,6.35150829359736,14.8388574348498,0.000117097813082443,0.000387918220448489
ENSMUSG00000078570,0.578235070236382,3.71235654415548,14.8383264531461,0.000117130784223521,0.000387928560593497
ENSMUSG00000024070,-0.34565915122152,5.46390778941488,14.8371031183006,0.000117206782384436,0.000388081361495065
ENSMUSG00000035614,0.386562313795505,5.339674754524,14.8329009054283,0.000117468217935969,0.000388847926718251
ENSMUSG00000042644,0.652888846388199,2.81724418966612,14.8299278263197,0.00011765353891408,0.00038936220823208
ENSMUSG00000058706,-0.411984319089199,5.28266557271123,14.8104477030771,0.000118875096658306,0.000393304673159711
ENSMUSG00000025317,-1.40309752373948,0.638033927519641,14.8052411304673,0.000119203746672327,0.000394291649720937
ENSMUSG00000042185,0.458334062956506,5.18192321980067,14.8037402947256,0.000119298652349725,0.000394505161816038
ENSMUSG00000022476,-0.633313275910629,2.87476683124324,14.795161558569,0.000119842592380608,0.000396203085875956
ENSMUSG00000021264,-0.356384693827365,6.17484399318662,14.7716097086637,0.000121348781891444,0.000401080561917906
ENSMUSG00000007670,-0.324491703927725,7.42861504419193,14.7619266697893,0.000121973546658472,0.000403043023741037
ENSMUSG00000036249,-0.37631440969203,5.07546994298159,14.7525479085296,0.000122581765839804,0.000404949829398599
ENSMUSG00000077705,1.71854330562894,-0.022444540560755,14.7475575881724,0.000122906635068078,0.000405919854979602
ENSMUSG00000030271,-0.520149325324661,3.60052353261527,14.7460562510629,0.000123004541419069,0.000406139994990403
ENSMUSG00000087260,-0.341772794723468,5.60105057770253,14.7385845168344,0.000123492962783456,0.000407649109559002
ENSMUSG00000053646,1.65789960053909,1.30243021299844,14.7368411131551,0.000123607208340455,0.000407922620516138
ENSMUSG00000081534,0.349770239332369,7.20888753590568,14.7318506323924,0.000123934823958743,0.000408899967547049
ENSMUSG00000030822,0.31988289178609,6.30399391741984,14.730862717594,0.000123999782270922,0.000408979604866441
ENSMUSG00000042208,-0.382190827667907,5.17179856532149,14.7305264481181,0.000124021900798603,0.000408979604866441
ENSMUSG00000086714,0.558455261003448,4.09815655857888,14.7290293499036,0.000124120422440311,0.000409200662109153
ENSMUSG00000022253,-0.860519572314196,3.89522163593148,14.7211515665535,0.000124640146317971,0.000410809876121824
ENSMUSG00000033020,-0.407720975183873,4.9108239166678,14.7189247627139,0.000124787452818019,0.000411191109742135
ENSMUSG00000066952,0.41728525526526,4.62976908862832,14.7179668410876,0.000124850874707319,0.000411295809301982
ENSMUSG00000058318,0.68397810762602,4.53920529901994,14.7067013538882,0.000125599177141341,0.000413656083661651
ENSMUSG00000030403,0.310098645338197,8.4652857327669,14.6907980628735,0.000126663235005313,0.000417054826989879
ENSMUSG00000022602,-1.65994181779603,0.464177445992913,14.6887108180744,0.00012680356049326,0.00041741111250517
ENSMUSG00000086841,0.607775092406389,4.47978754778438,14.6808196221089,0.000127335501490439,0.000419056008450178
ENSMUSG00000027009,0.50030405630239,7.42114578078832,14.6758282938717,0.00012767312333833,0.000420060736937959
ENSMUSG00000030878,-0.847634637890303,3.19518151274039,14.6656412625507,0.000128364990526289,0.000422230173849569
ENSMUSG00000022389,1.00618627676407,3.91455575283906,14.6633755132214,0.000128519384612749,0.00042263105324577
ENSMUSG00000002379,-0.41020389632446,4.85764546939021,14.6575460932273,0.000128917476350271,0.000423832917441974
ENSMUSG00000038416,-0.339796476339991,5.32672676167955,14.6483827437601,0.000129545753420494,0.000425790746447329
ENSMUSG00000053113,2.73688801016139,6.39531832119947,14.6444186312189,0.000129818503677507,0.000426579335977974
ENSMUSG00000024238,0.514813951525149,3.80215535899508,14.6410051109777,0.000130053833717003,0.000427244596305909
ENSMUSG00000025781,-0.277398495683051,7.36348938454238,14.6354471185176,0.000130437924195255,0.000428398095234149
ENSMUSG00000040043,0.35962297180289,5.37017240067018,14.6341567518404,0.000130527259459636,0.000428583189473832
ENSMUSG00000079083,-0.565868205583053,4.3075163260232,14.6083022508749,0.000132330269366244,0.000434372119341976
ENSMUSG00000007817,0.378816246449326,8.71436986078721,14.6079166246655,0.000132357350631007,0.000434372119341976
ENSMUSG00000021360,0.445661363722466,7.82069905267706,14.6074435746704,0.000132390579002275,0.000434372119341976
ENSMUSG00000104415,1.09217379996886,0.99395466005839,14.6010977157694,0.000132837142965882,0.00043572728671999
ENSMUSG00000049960,-0.501342248081333,4.19822211568028,14.5997321506083,0.000132933437156077,0.000435933118667772
ENSMUSG00000003847,0.323431481690469,6.23211454008224,14.5940644433199,0.000133333852916655,0.000437135911328166
ENSMUSG00000067149,1.46355429363602,1.54854174220417,14.5806747966592,0.000134284642810035,0.000440142047404594
ENSMUSG00000024997,-0.407531519191156,5.7042238916383,14.5727072915856,0.000134853646428566,0.000441804022800327
ENSMUSG00000002812,0.288101810509469,8.19776738280208,14.5726228186631,0.000134859692093636,0.000441804022800327
